Regular_JTC_Score,LEAP_JTC_Score,Regular_Jaccard_Score,LEAP_Jaccard_Score,Regular_chrF,LEAP_chrF
0.1568627450980392,0.4117647058823529,0.16666666666666666,0.9757575757575757,0.0,1.6025641025641024
0.125,0.3125,0.425,0.8222222222222223,0.0,0.0
0.19298245614035092,0.1228070175438597,0.590080294412847,0.766057038073638,4.25531914893617,1.515151515151515
0.2777777777777778,0.2407407407407407,0.6111111111111112,0.8194444444444443,4.999999999999999,6.17283950617284
0.09523809523809523,0.19047619047619047,1.0,0.3333333333333333,0.755287009063444,3.125
0.2857142857142857,0.4920634920634921,0.3333333333333333,0.6541398419679026,2.604166666666667,5.617977528089887
0.033333333333333326,0.31666666666666665,0.3333333333333333,0.5386062991160641,0.0,1.9011406844106464
0.3508771929824561,0.22807017543859653,0.41728751101498035,0.8431372549019608,4.166666666666666,4.23728813559322
0.35185185185185186,0.4444444444444444,0.6564382050257757,1.0,2.1739130434782603,3.90625
0.3833333333333333,0.3833333333333333,0.8604651162790699,0.7006802721088435,0.0,0.0
0.1777777777777778,0.1333333333333333,0.8260869565217391,1.0,4.62962962962963,4.23728813559322
0.0,0.24444444444444446,0.9111111111111111,0.6167934835625792,0.0,1.8518518518518516
0.0714285714285714,0.2142857142857143,1.0,0.9186991869918698,1.050420168067227,0.0
0.1428571428571429,0.1428571428571429,0.710691823899371,0.5517241379310344,2.164502164502164,2.4271844660194177
0.17647058823529416,0.196078431372549,0.4796907756813417,0.7051282051282052,2.793296089385475,5.813953488372093
0.0,0.125,0.9310344827586207,0.17261904761904764,1.1600928074245942,5.208333333333334
0.2777777777777778,0.33333333333333337,0.23290080295269325,0.3545621952484697,4.087193460490464,3.802281368821293
0.35416666666666663,0.3125,0.38334581442814564,0.9285714285714285,0.0,0.0
0.2407407407407407,0.2962962962962963,0.3924050632911393,0.5217391304347826,0.0,0.0
0.2407407407407407,0.2962962962962963,0.39527027027027023,0.6666666666666666,2.680965147453083,0.0
0.14583333333333337,0.10416666666666663,0.6046511627906977,0.5313376216394524,4.746835443037975,2.1097046413502114
0.21568627450980393,0.11764705882352944,0.39555927164622817,0.5179487179487179,2.0661157024793386,2.4752475247524757
0.10416666666666663,0.29166666666666663,0.18919216983733111,0.5492957746478874,0.0,2.551020408163265
0.1777777777777778,0.1333333333333333,0.23524582799901173,1.0,2.5062656641604018,0.0
0.4117647058823529,0.33333333333333337,0.6484848484848484,0.5789473684210527,3.0864197530864192,3.0211480362537757
0.19999999999999996,0.23333333333333328,0.24822695035460993,0.3333333333333333,5.319148936170213,6.097560975609757
0.3571428571428571,0.2142857142857143,0.9069767441860465,0.5332169601295284,0.0,0.0
0.3846153846153846,0.20512820512820518,0.8085015759434363,0.34108527131782945,0.0,1.3513513513513513
0.1428571428571429,0.33333333333333337,1.0,0.6515151515151515,2.5773195876288657,7.8125
0.20370370370370372,0.33333333333333337,0.5376344086021505,0.6462585034013606,2.0325203252032518,3.4722222222222223
0.17647058823529416,0.21568627450980393,1.0,0.5784313725490197,5.319148936170213,2.1008403361344534
0.33333333333333337,0.3529411764705882,0.6497175141242938,0.5561904761904762,0.0,0.0
0.22916666666666663,0.125,0.632183908045977,1.0,0.0,0.0
0.1578947368421053,0.1228070175438597,0.10344827586206896,0.0,0.0,0.0
0.2549019607843137,0.07843137254901966,0.5238095238095238,0.20666666666666667,0.0,1.865671641791045
0.21052631578947367,0.1578947368421053,0.2222222222222222,0.07547169811320754,0.0,0.0
0.19047619047619047,0.023809523809523836,0.47892720306513414,0.5047423887587822,1.6233766233766236,1.865671641791045
0.10416666666666663,0.16666666666666663,0.39194139194139194,0.5092592592592592,1.3440860215053763,2.626970227670753
0.11111111111111116,0.2222222222222222,0.31582863408521306,0.3333333333333333,0.0,0.0
0.3555555555555555,0.24444444444444446,0.49884696016771485,0.16352201257861634,4.983388704318937,4.830917874396135
0.2222222222222222,0.2666666666666667,0.3333333333333333,0.3333333333333333,0.0,0.0
0.09999999999999998,0.18333333333333335,0.9259259259259259,0.54410663519139,0.0,0.0
0.2142857142857143,0.11904761904761907,0.7041441994858144,0.34447927551375823,2.083333333333333,2.2421524663677133
0.33333333333333337,0.29166666666666663,0.5436547421622048,0.5700489321243006,4.658385093167702,4.3227665706051885
0.6274509803921569,0.5294117647058824,0.5882386619228724,0.7763888888888889,1.8867924528301883,0.0
0.0,0.19999999999999996,0.3151515151515151,0.3333333333333333,0.0,0.0
0.14583333333333337,0.3125,0.0,0.14102564102564102,0.0,0.0
0.19444444444444442,0.3055555555555556,0.5902779710494497,0.4370571385496758,2.2831050228310503,0.0
0.17647058823529416,0.13725490196078427,0.7966101694915254,0.6180454765360426,0.0,0.0
0.3157894736842105,0.19298245614035092,1.0,0.3129159235595265,0.0,0.0
0.303030303030303,0.18181818181818177,0.6213700204928275,0.6336006289308176,4.658385093167702,5.660377358490567
0.13725490196078427,0.4117647058823529,0.2813255087227185,0.8738738738738739,0.0,0.0
0.2857142857142857,0.2857142857142857,0.6041037078093177,0.9629629629629629,2.6315789473684217,6.329113924050633
0.24242424242424243,0.0,0.7866666666666667,0.6830747728860936,5.376344086021505,3.6764705882352944
0.5416666666666667,0.35416666666666663,0.6601307189542484,0.85,3.125000000000001,5.681818181818181
0.0,0.0444444444444444,0.8201058201058201,0.5750000000000001,2.032520325203252,2.202643171806167
0.1428571428571429,0.1428571428571429,0.7424242424242425,0.9428571428571427,6.329113924050633,6.493506493506493
0.19696969696969702,0.2272727272727273,0.7163120567375887,0.763888888888889,6.0606060606060606,5.917159763313609
0.14814814814814814,0.16666666666666663,0.8181818181818182,0.9047619047619048,5.3475935828877015,4.78468899521531
0.29824561403508776,0.26315789473684215,0.7037037037037037,0.3432310744810745,5.555555555555555,3.6900369003690034
0.06349206349206349,0.2698412698412699,0.5299145299145299,0.5666666666666668,1.0593220338983051,5.952380952380952
0.052631578947368474,0.0,0.7051282051282052,0.875,3.311258278145695,0.7788161993769471
0.21568627450980393,0.11764705882352944,0.7446808510638299,0.4246575342465753,6.048387096774193,3.4090909090909087
0.10526315789473684,0.26315789473684215,1.0,1.0,1.4044943820224718,2.717391304347826
0.11764705882352944,0.0,0.38000000000000006,0.41039671682626544,1.8867924528301887,0.7949125596184419
0.2666666666666667,0.3111111111111111,0.6092949434910896,0.6666666666666666,4.615384615384615,4.966887417218543
0.1333333333333333,0.33333333333333337,0.0,0.6903703703703704,0.0,2.8901734104046244
0.18518518518518523,0.07407407407407407,0.4864224530708949,0.4485791254886953,0.0,0.0
0.33333333333333337,0.33333333333333337,0.614644788255057,0.672514619883041,2.2522522522522523,2.0408163265306123
0.5686274509803921,0.5882352941176471,0.4180935033394049,0.7654320987654321,5.415162454873645,5.454545454545455
0.41666666666666663,0.33333333333333337,0.7777777777777777,1.0,3.4722222222222223,2.0576131687242794
0.41666666666666663,0.19444444444444442,0.42857142857142855,0.5666666666666668,0.0,0.0
0.30000000000000004,0.25,1.0,0.6402116402116401,0.0,0.0
0.33333333333333337,0.33333333333333337,1.0,0.6,2.7472527472527473,2.551020408163265
0.25,0.08333333333333337,0.6904761904761904,0.0,2.1097046413502105,5.0
0.19999999999999996,0.4222222222222223,0.0,0.28205128205128205,4.716981132075471,2.976190476190476
0.196078431372549,0.2941176470588235,0.5392156862745098,1.0,1.6891891891891893,0.0
