Text Index,Regular_JTC_Score,LEAP_JTC_Score,Regular_Jaccard_Score,LEAP_Jaccard_Score,Regular_chrF,LEAP_chrF
1,0.7254901960784313,1.0196078431372548,0.7324112021857924,0.7753759398496239,2.202643171806167,0.0
2,0.39583333333333337,0.7291666666666667,0.6195760233918128,0.6724451289949943,6.024096385542169,0.0
3,0.5614035087719298,0.7192982456140351,0.539488017429194,0.6552144653839569,2.127659574468085,4.3103448275862055
4,0.38888888888888884,0.6851851851851851,0.6750331711632022,0.7938017950401851,2.487562189054727,2.3696682464454977
5,0.4285714285714286,0.746031746031746,0.5568862675867972,0.4376487194998992,4.878048780487805,4.830917874396136
6,0.7142857142857143,0.9365079365079365,0.6286494925839189,0.7440261058463057,2.525252525252525,5.376344086021505
7,0.55,1.2166666666666668,0.6708240341552463,0.59688013136289,1.5873015873015872,4.032258064516128
8,0.6140350877192983,0.7894736842105263,0.6341509304871374,0.8385363064608349,2.3041474654377883,2.3474178403755865
9,0.5185185185185186,0.7592592592592593,0.6494708994708995,0.6911487758945385,2.4390243902439024,2.4390243902439024
10,0.6833333333333333,0.8833333333333333,0.6457341794465009,0.9152965828497743,4.545454545454545,0.0
11,0.4444444444444444,0.6666666666666667,0.5352243233222099,0.6441981390257253,2.415458937198068,2.392344497607655
12,0.4222222222222223,0.7111111111111111,0.6316964285714285,0.5817165342060152,2.4999999999999996,2.2123893805309733
13,0.40476190476190477,0.7619047619047619,0.6199723479135244,0.722004316990441,0.0,3.08641975308642
14,0.4285714285714286,0.8571428571428572,0.5173882802990785,0.6055003571660498,2.314814814814815,2.3696682464454977
15,0.4901960784313726,0.7647058823529411,0.5593168527379054,0.5960673063551661,3.3783783783783785,0.0
16,0.6041666666666667,0.75,0.725261085430577,0.7159711554872845,4.2857142857142865,4.189944134078211
17,0.19444444444444442,0.5277777777777778,0.6180445761967501,0.4963419329996149,6.198347107438017,6.756756756756756
18,0.4375,0.6875,0.5446990116801437,0.5731132075471699,0.0,0.0
19,0.5925925925925926,0.8333333333333334,0.6672955974842768,0.5861111111111111,5.025125628140703,2.4271844660194177
20,0.6111111111111112,0.6666666666666667,0.6561486132914705,0.7086274509803921,2.873563218390805,0.0
21,0.375,0.75,0.5297018614554347,0.5905575905575906,4.838709677419355,4.838709677419355
22,0.5294117647058824,0.607843137254902,0.573245060949979,0.5807387503164126,5.555555555555555,0.0
23,0.5833333333333333,0.7708333333333334,0.6279491833030854,0.5686813186813187,0.0,2.6881720430107525
