Regular_JTC_Score,LEAP_JTC_Score,Regular_Jaccard_Score,LEAP_Jaccard_Score,Regular_chrF,LEAP_chrF
0.6666666666666667,1.0588235294117647,0.9054891015417331,0.9102564102564102,2.1551724137931028,2.2831050228310503
0.3125,0.7708333333333334,0.6664452447645725,0.7574123989218329,6.211180124223603,5.74712643678161
0.4736842105263158,0.8421052631578947,0.6994746753890375,0.6807946970376348,2.293577981651376,2.403846153846154
0.42592592592592593,0.7777777777777778,0.6596119929453262,0.7990123456790124,2.551020408163265,2.415458937198068
0.4285714285714286,0.7142857142857143,0.774712643678161,0.8306636500754148,2.4509803921568625,2.6315789473684212
0.6825396825396826,0.9523809523809523,0.9371069182389937,0.8912404110580402,2.314814814814815,2.590673575129534
0.5666666666666667,0.7333333333333334,0.6954482157974357,0.9249852174380476,3.0769230769230766,4.464285714285714
0.7017543859649122,0.8947368421052632,0.9061224489795919,0.891156462585034,2.3364485981308407,2.604166666666667
0.537037037037037,0.8518518518518519,0.7473684210526316,0.7986928631582719,2.2624434389140267,2.525252525252525
0.65,0.9,0.9450113378684808,0.9183673469387754,4.62962962962963,4.672897196261681
0.4444444444444444,0.8222222222222222,0.6154046317980745,0.5964646218232285,2.1739130434782603,2.2522522522522523
0.4444444444444444,0.8,0.5861478296260905,0.7876209374544558,4.716981132075471,4.901960784313725
0.5,0.9047619047619048,0.8133305520789876,0.8743078626799557,5.434782608695652,5.88235294117647
0.4285714285714286,0.6428571428571428,0.8192307692307693,0.8770567375886524,4.761904761904762,5.025125628140703
0.5882352941176471,0.8823529411764706,0.774537037037037,0.8007246376811595,3.7593984962406015,0.0
0.5625,0.8958333333333334,0.8610295830421616,0.8283333333333333,4.347826086956521,4.573170731707318
0.41666666666666663,1.0,0.6549491211840888,0.7684402161146348,6.17283950617284,6.224066390041495
0.6666666666666667,0.9583333333333334,0.6933782267115601,0.7454545454545455,5.319148936170213,5.208333333333334
0.5740740740740741,0.7592592592592593,0.72210405946255,0.819031598146505,4.807692307692308,4.9504950495049505
0.7222222222222222,0.8703703703703703,0.7774032689999076,0.8934150326797385,5.617977528089887,2.7624309392265194
0.4375,0.8125,0.6477987421383647,0.8888149462683623,4.999999999999999,5.2264808362369335
0.607843137254902,0.8823529411764706,0.6969170646982197,0.8770260747004933,2.8089887640449436,5.617977528089887
